id,date,ticker,emo_label,senti_label,original,processed
102409,2020-04-17,BA,optimism,bearish,$BA who's all over this $145 4/24 PUT Buy?! Shit is on FIRE! ...waiting for that tank.. 💰 what are y'alls current calls?!,Boeing who's all over this $145 4/24 PUT Buy?! Shit is on FIRE! ...waiting for that tank..  [money bag]  what are y'alls current calls?!
102410,2020-04-17,TSLA,optimism,bullish,"$TSLA next big winner 100% profits run started 👇🏼
Penny pinching will make you miss it. My calls do the talking let win!! 👇🏼","Tesla next big winner 100% profits run started  [backhand index pointing down medium light skin tone] 
Penny pinching will make you miss it. My calls do the talking let win!!  "
102411,2020-04-17,AMZN,belief,bullish,$AMZN liking BGG for the turnaround soon🚀🚀💰💰💰,Amazon liking BGG for the turnaround soon [rocket]   [money bag]
102412,2020-04-18,BA,excitement,bullish,"$BA found it, my badge. Going back to work on Monday!!! ✈️✈️✈️✈️🚀","Boeing found it, my badge. Going back to work on Monday!!!  [airplane]     [rocket] "
102413,2020-04-18,AAPL,amusement,bearish,$AAPL being bearish on cult stocks isn't allowed 🤣,Apple being bearish on cult stocks isn't allowed  [rolling on the floor laughing]
102414,2020-04-20,TSLA,ambiguous,bearish,"$TSLA Q1 results were so good, Tesla decided to delay it as much as possible, so they pushed back ER to 4/29.  You know musk hates to spread good news when he’s got it. 🤣","Tesla Q1 results were so good, Tesla decided to delay it as much as possible, so they pushed back ER to 4/29.  You know musk hates to spread good news when he’s got it.  [rolling on the floor laughing] "
102415,2020-04-20,XOM,confusion,bearish,$XOM There is oil eating bacteria that can clear  10 million barrels a day.  Why don’t we feed the bacteria all that oil.🤔😂🤷‍♂️,Exxon Mobil There is oil eating bacteria that can clear  10 million barrels a day.  Why don’t we feed the bacteria all that oil. [thinking face]  [face with tears of joy]  [man shrugging]
102416,2020-04-20,CCL,ambiguous,bearish,$CCL bulls really think they’ll become an oil storage company😂😂😂😂,Carnival bulls really think they’ll become an oil storage company [face with tears of joy]
102417,2020-04-20,NFLX,optimism,bullish,$NFLX If she beats tomorrow I’ll extend my membership for 1 year 😎,Netflix If she beats tomorrow I’ll extend my membership for 1 year  [smiling face with sunglasses]
102418,2020-04-21,MSFT,anxiety,bearish,$MSFT I’m not investing in anything with connection to dr. billy vaccinator 👎🤮,Microsoft I’m not investing in anything with connection to dr. billy vaccinator  [thumbs down]  [face vomiting]
102419,2020-04-21,BA,optimism,bearish,"$BA all global markets down 3% RED , this is bad for tomorrow. PUTS again 🙈","Boeing all global markets down 3% RED , this is bad for tomorrow. PUTS again  [see no evil monkey] "
102420,2020-04-21,XOM,panic,bearish,$XOM Germany cancelled „Oktoberfest“ due to COVID 👉no tourists 👉 financial loss of 1.4 billions 👉another example no need for oil,Exxon Mobil Germany cancelled „Oktoberfest“ due to COVID  [backhand index pointing right] no tourists   financial loss of 1.4 billions  another example no need for oil
102421,2020-04-21,AAPL,confusion,bearish,$AAPL retest $212 before ER or after ER !!🤔 May be 2nd qtr ER🏃‍♀️🏃‍♀️,Apple retest $212 before ER or after ER !! [thinking face]  May be 2nd qtr ER [woman running]
102422,2020-04-21,XOM,optimism,bearish,$XOM my yard just flooded with oil. I think my house might float away to the bank 😂  $$$,Exxon Mobil my yard just flooded with oil. I think my house might float away to the bank  [face with tears of joy]   $$$
102423,2020-04-21,BA,excitement,bearish,$BA So glad I held overnight! 🙏😆🙌🇺🇸,Boeing So glad I held overnight!  [folded hands]  [grinning squinting face]  [raising hands]  [United States]
102424,2020-04-21,DIS,ambiguous,bearish,$DIS and you said this was bullish 😂😂😂,Disney and you said this was bullish  [face with tears of joy]
102425,2020-04-21,TSLA,optimism,bearish,"$TSLA but but but battery day and earnings(which will be awful), what happened to 1k 🚀?","Tesla but but but battery day and earnings(which will be awful), what happened to 1k  [rocket] ?"
102426,2020-04-21,TSLA,amusement,bearish,$TSLA you can do exercise with those bags you gonna be holding  bulls...🤣🤣🤣,Tesla you can do exercise with those bags you gonna be holding  bulls... [rolling on the floor laughing]
102427,2020-04-21,AAPL,anxiety,bearish,"$AAPL huh 👳‍♂️⚗️😂😂 people still need money to buy, unemployed is looking to get new iPhone.","Apple huh  [man wearing turban]  [alembic]  [face with tears of joy]   people still need money to buy, unemployed is looking to get new iPhone."
102428,2020-04-21,AAPL,amusement,bearish,$AAPL $5 algo pop ! 🤣 but of course they cannot let this go down ...,Apple $5 algo pop !  [rolling on the floor laughing]  but of course they cannot let this go down ...
102429,2020-04-21,MSFT,ambiguous,bearish,$MSFT just some TA I did in crayon 🖍,Microsoft just some TA I did in crayon  [crayon]
102430,2020-04-21,TSLA,anxiety,bearish,$TSLA 🙄 looks like a theta burn aka yesterday,Tesla  [face with rolling eyes]  looks like a theta burn aka yesterday
102431,2020-04-21,BA,excitement,bearish,"$BA BEAUTIFUL for all who has/had previous PUT Buys! Another big win! 
$145 4/24 6.20 out at 10.20! 🤑💰","Boeing BEAUTIFUL for all who has/had previous PUT Buys! Another big win! 
$145 4/24 6.20 out at 10.20!  [money mouth face]  [money bag] "
102432,2020-04-21,TSLA,anxiety,bearish,$TSLA sellers are out numbering buyers 🐻 good luck to those holding,Tesla sellers are out numbering buyers  [bear]  good luck to those holding
102433,2020-04-21,MSFT,confusion,bearish,$MSFT another bull trap for you 🤷‍♂️,Microsoft another bull trap for you  [man shrugging]
102434,2020-04-21,NFLX,confusion,bullish,$NFLX Who else is holding through ER? 😎,Netflix Who else is holding through ER?  [smiling face with sunglasses]
102435,2020-04-21,TSLA,anxiety,bearish,$TSLA Well... you guys were warned 🤷‍♂️,Tesla Well... you guys were warned  [man shrugging]
102436,2020-04-21,TSLA,anger,bearish,"$TSLA Elon’s team of buy monkeys look tired. Lol
🐒🐒🐒🐒","Tesla Elon’s team of buy monkeys look tired. Lol
 [monkey]    "
102437,2020-04-21,NFLX,excitement,bullish,$NFLX ooooh 😮... I was skeptical at first with it being so close to RSI.. but this oversold condition has triggered stronger leverage ...,Netflix ooooh  [face with open mouth] ... I was skeptical at first with it being so close to RSI.. but this oversold condition has triggered stronger leverage ...
102438,2020-04-21,XOM,optimism,bearish,$XOM let’s go xom we were waiting gasoline price under $0 so now time to go up. Go for it 😀,Exxon Mobil let’s go xom we were waiting gasoline price under $0 so now time to go up. Go for it  [grinning face]
102439,2020-04-21,BA,amusement,bearish,$BA Bulls flexing muscles 💪. Bears slapping them on the head 😂,Boeing Bulls flexing muscles  [flexed biceps] . Bears slapping them on the head  [face with tears of joy]
102440,2020-04-21,FB,amusement,bearish,$FB this is what I call wealth transfer. 😁 from zuck to me,Facebook this is what I call wealth transfer.  [beaming face with smiling eyes]  from zuck to me
102441,2020-04-21,TSLA,disgust,bearish,"$TSLA Bulls the tight feeling in your chest. The lump in your throat. The nauseating feeling and the urge to throw up. It’s called “Bagholding”. It’s gone, deranged bulls. Gone. Keep telling yourself it will come back but we both know more pain to come. 😂","Tesla Bulls the tight feeling in your chest. The lump in your throat. The nauseating feeling and the urge to throw up. It’s called “Bagholding”. It’s gone, deranged bulls. Gone. Keep telling yourself it will come back but we both know more pain to come.  [face with tears of joy] "
102442,2020-04-21,TSLA,anxiety,bearish,"$TSLA oil cheap is bad for ev now that auto sales are down too , Tesla is in a tough spot here 🙄","Tesla oil cheap is bad for ev now that auto sales are down too , Tesla is in a tough spot here  [face with rolling eyes] "
102443,2020-04-21,FB,anger,bearish,"$FB not sure we don't see a gap down into the $150s tomorrow. 

😷😰😵","Facebook not sure we don't see a gap down into the $150s tomorrow. 

 [face with medical mask]  [anxious face with sweat]  [face with crossed out eyes] "
102444,2020-04-21,TSLA,excitement,bearish,"$TSLA Tesla bulls yesterday: WE GOING $800 TMR

today: ITS OK GOOD TIME TO ADD

😂🤣🤣🤣🤣🤣🤣","Tesla Tesla bulls yesterday: WE GOING $800 TMR

today: ITS OK GOOD TIME TO ADD

 [face with tears of joy]  [rolling on the floor laughing]      "
102445,2020-04-21,AAPL,ambiguous,bearish,$AAPL i bet we can go down 5% today on zero bad news...🤣,Apple i bet we can go down 5% today on zero bad news... [rolling on the floor laughing]
102446,2020-04-21,DIS,confusion,bearish,"$DIS anybody like my 430 NFLX calls for Friday better than I do?
If I lose 2K on them, I’d be at break even for the week 🤷🏻‍♂️","Disney anybody like my 430 NFLX calls for Friday better than I do?
If I lose 2K on them, I’d be at break even for the week  [man shrugging light skin tone] "
102447,2020-04-21,TSLA,anger,bearish,$TSLA Yeah goes down after my puts went worthless last week🤦🏻‍♂️,Tesla Yeah goes down after my puts went worthless last week [man facepalming light skin tone]
102448,2020-04-21,TSLA,amusement,bearish,$TSLA 400 May puts going from $3.5 to 100 back in March 🧐 looks attractive at 6,Tesla 400 May puts going from $3.5 to 100 back in March  [face with monocle]  looks attractive at 6
102449,2020-04-21,TSLA,anxiety,bearish,$TSLA GS already unloaded their shares it seems...🤷‍♂️,Tesla GS already unloaded their shares it seems... [man shrugging]
102450,2020-04-21,AAPL,ambiguous,bearish,$AAPL all of my puts are wedging up😁,Apple all of my puts are wedging up [beaming face with smiling eyes]
102451,2020-04-21,TSLA,anxiety,bearish,$TSLA anyone see @10diamonds around?? The Clown blocked me the other day. I was wondering is he need a hug🙈🙈,Tesla anyone see @10diamonds around?? The Clown blocked me the other day. I was wondering is he need a hug [see no evil monkey]
102452,2020-04-21,BA,amusement,bearish,$BA maybe the max is ready ? 🤣,Boeing maybe the max is ready ?  [rolling on the floor laughing]
102453,2020-04-21,BA,anxiety,bearish,$BA -15 Something is Book Value. The one you study about in your Chartered Accountancy or MBA. 😎,Boeing -15 Something is Book Value. The one you study about in your Chartered Accountancy or MBA.  [smiling face with sunglasses]
102454,2020-04-21,XOM,panic,bearish,$XOM you ever buy a dip only for it to drop hard ..? Lol you picked the right one then 😂 😱,Exxon Mobil you ever buy a dip only for it to drop hard ..? Lol you picked the right one then  [face with tears of joy]   [face screaming in fear]
102455,2020-04-21,TSLA,anxiety,bearish,$TSLA spy is selling off... Tesla is lagging behind because low volume. 🤦‍♂️,Tesla spy is selling off... Tesla is lagging behind because low volume.  [man facepalming]
102456,2020-04-21,NFLX,anxiety,bullish,$NFLX call 550 w risky at $3.40🧟‍♂️🧟‍♂️🧟‍♂️🧟‍♂️🧟‍♂️🧟‍♂️😷,Netflix call 550 w risky at $3.40 [man zombie]       [face with medical mask]
102457,2020-04-21,NFLX,belief,bearish,"$NFLX 
Lol shorted at 469$😷👍🤣🤣🤣","Netflix 
Lol shorted at 469$ [face with medical mask]  [thumbs up]  [rolling on the floor laughing]   "
102458,2020-04-21,TSLA,anxiety,bearish,"$TSLA Perma-Bulls are going to pay heavily for these Puts  🤭. 
Dump your Shares at every Peak, because ...","Tesla Perma-Bulls are going to pay heavily for these Puts   [face with hand over mouth] . 
Dump your Shares at every Peak, because ..."
102459,2020-04-21,NFLX,amusement,bearish,$NFLX Just your standard 10 min 10% swing 😒,Netflix Just your standard 10 min 10% swing  [unamused face]
102460,2020-04-21,NFLX,belief,bearish,$NFLX what was the point in gaining subscribers if they couldn’t beat earnings.. and they barely beat on revenue this is the biggest scam ever 🤦🏻‍♂️ makes no sense adding 15 million more users to only slightly top revenue SCAM,Netflix what was the point in gaining subscribers if they couldn’t beat earnings.. and they barely beat on revenue this is the biggest scam ever  [man facepalming light skin tone]  makes no sense adding 15 million more users to only slightly top revenue SCAM
102461,2020-04-21,NFLX,confusion,bearish,$NFLX I seem to remember another earnings cycle with a giant head fake AH 🤔,Netflix I seem to remember another earnings cycle with a giant head fake AH  [thinking face]
102462,2020-04-21,NFLX,belief,bearish,$NFLX who bought at 480? Reveal yourself 🤣,Netflix who bought at 480? Reveal yourself  [rolling on the floor laughing]
102463,2020-04-21,DIS,belief,bearish,$DIS 94$ by next week 🙏,Disney 94$ by next week  [folded hands]
102464,2020-04-21,NFLX,belief,bearish,$NFLX happy to see reality play out in the short term.  My call writes expiring this week from 475-610 will print 💵 tomorrow.,Netflix happy to see reality play out in the short term.  My call writes expiring this week from 475-610 will print  [dollar banknote]  tomorrow.
102465,2020-04-22,NFLX,anxiety,bearish,$NFLX people chased this for weeks. ..all for nothing  .. 🤷🏾‍♂️🤷🏾‍♂️...,Netflix people chased this for weeks. ..all for nothing  ..  [man shrugging medium dark skin tone]  ...
102466,2020-04-22,BAC,optimism,bearish,$BAC Pain hasn’t even begun yet. 🤦‍♂️,Bank of America Corporation Pain hasn’t even begun yet.  [man facepalming]
102467,2020-04-22,TSLA,disgust,bearish,$TSLA time to bag this piggy to the shadow realm tomorrow 😂,Tesla time to bag this piggy to the shadow realm tomorrow  [face with tears of joy]
102468,2020-04-22,FB,anxiety,bearish,$FB looking like 160ish before continuing to rebound  - link 👇,Facebook looking like 160ish before continuing to rebound  - link  [backhand index pointing down]
102469,2020-04-22,TSLA,anger,bearish,$TSLA Woot. I saw this was super green. Went to toilet and came back to see red lol 😳,Tesla Woot. I saw this was super green. Went to toilet and came back to see red lol  [flushed face]
102470,2020-04-22,NFLX,disgust,bearish,$NFLX profit taking... buy the dip... 🤣,Netflix profit taking... buy the dip...  [rolling on the floor laughing]
102471,2020-04-22,TSLA,anxiety,bearish,"$TSLA I think the downgrade to $485 is very generous.  Who’s going to be buying an overpriced electric toy when they can’t give away oil?
Time for Elon to gather his buy monkeys. 🐒🐒🐒🐒🐒","Tesla I think the downgrade to $485 is very generous.  Who’s going to be buying an overpriced electric toy when they can’t give away oil?
Time for Elon to gather his buy monkeys.  [monkey]     "
102472,2020-04-22,NFLX,anxiety,bearish,"$NFLX come back to 405 son, this is where you belong😈

Don't think I didnt see that 1bill debt offering just now with those mix earnings","Netflix come back to 405 son, this is where you belong [smiling face with horns] 

Don't think I didnt see that 1bill debt offering just now with those mix earnings"
102473,2020-04-22,TSLA,amusement,bearish,$TSLA this all you got bulls? 😅😅😅😅😅😅,Tesla this all you got bulls?  [grinning face with sweat]
102474,2020-04-22,TSLA,depression,bearish,$TSLA one huge red day that’s all I’m asking 🥺,Tesla one huge red day that’s all I’m asking  [pleading face]
102475,2020-04-22,AMZN,disgust,bearish,$AMZN yeah premium sellers win today 🐂💩🐼🔥theta🔥,Amazon yeah premium sellers win today  [ox]  [pile of poo]  [panda]  [fire] theta
102476,2020-04-22,FB,optimism,bearish,$FB the fun is over for the bulls see y’all at 175 ✌🏼,Facebook the fun is over for the bulls see y’all at 175  [victory hand medium light skin tone]
102477,2020-04-22,TSLA,depression,bearish,$TSLA watching paint dry is more fun 😭,Tesla watching paint dry is more fun  [loudly crying face]
102478,2020-04-22,JPM,anxiety,bearish,$JPM If the market rolls over end of day this is dropping to 87-88 🤦🏻‍♂️,JPMorgan If the market rolls over end of day this is dropping to 87-88  [man facepalming light skin tone]
102479,2020-04-22,AAPL,anxiety,bearish,$AAPL sad to see such an amazing company with amazing products not be able to sell them. I did not like that AT&T report 😢😢😢 it’s going to hurt being long this stock in the short term but I have to believe!!!,Apple sad to see such an amazing company with amazing products not be able to sell them. I did not like that AT&T report  [crying face]    it’s going to hurt being long this stock in the short term but I have to believe!!!
102480,2020-04-22,SBUX,anxiety,bearish,$SBUX priced way too high buying Puts here EASY money. 🤑🤑,Starbucks priced way too high buying Puts here EASY money.  [money mouth face]
102481,2020-04-22,TSLA,optimism,bullish,$TSLA drops half a percent after hours and bears out here cheering for joy 😂 it’s comical.. y’all should have covered today cause this is gapping up tomorrow morning,Tesla drops half a percent after hours and bears out here cheering for joy  [face with tears of joy]  it’s comical.. y’all should have covered today cause this is gapping up tomorrow morning
102482,2020-04-22,BA,anger,bearish,"$BA Idk how many more hits she can take, not lookin good bois 🤡","Boeing Idk how many more hits she can take, not lookin good bois  [clown face] "
102483,2020-04-23,CCL,excitement,bearish,$CCL Let’s take a cruise 🚢 and get quarantined! Sound good?,Carnival Let’s take a cruise  [ship]  and get quarantined! Sound good?
102484,2020-04-23,BA,anxiety,bearish,$BA failed.  🛑 going below 130 imo,Boeing failed.   [stop sign]  going below 130 imo
102485,2020-04-23,BA,confusion,bearish,$BA now time for 125-130 tm 🤷🏻‍♂️,Boeing now time for 125-130 tm  [man shrugging light skin tone]
102486,2020-04-23,NVDA,anxiety,bearish,$NVDA tried to warn your greedy bulls thank you for your cash if you didn’t sell your positions before close 👊🏻👊🏻👊🏻🤦🏼‍♀️,NVIDIA tried to warn your greedy bulls thank you for your cash if you didn’t sell your positions before close  [oncoming fist light skin tone]    [woman facepalming medium light skin tone]
102487,2020-04-23,TSLA,disgust,bearish,$TSLA bag holders starting to worry😂...easy short,Tesla bag holders starting to worry [face with tears of joy] ...easy short
102488,2020-04-23,BABA,ambiguous,bearish,$BABA why would anyone own China stocks right now? Also my 200$ puts were up 55% today 😄,Alibaba why would anyone own China stocks right now? Also my 200$ puts were up 55% today  [grinning face with smiling eyes]
102489,2020-04-24,TSLA,anger,bearish,"$TSLA 🚀🚀🚀🚀🚀to tha moon?
1 milion/share for ponzi scheme. Bullshit bubble","Tesla  [rocket]     to tha moon?
1 milion/share for ponzi scheme. Bullshit bubble"
102490,2020-04-24,TSLA,disgust,bearish,$TSLA so China subsidies are gone and prices have been raised. I’m sure that will help them sell more cars 😂,Tesla so China subsidies are gone and prices have been raised. I’m sure that will help them sell more cars  [face with tears of joy]
102491,2020-04-24,DIS,disgust,bullish,"$DIS ""Unprecedented demand"" by over 100 brands. Disney will find new streams, if any other sources slow down. But I can see pent up demand for the parks, as soon as they are open 🤑","Disney ""Unprecedented demand"" by over 100 brands. Disney will find new streams, if any other sources slow down. But I can see pent up demand for the parks, as soon as they are open  [money mouth face] "
102492,2020-04-24,AAPL,anxiety,bearish,"$AAPL lot of bulls too excited, you guys just don't know whats coming do you 😂","Apple lot of bulls too excited, you guys just don't know whats coming do you  [face with tears of joy] "
102493,2020-04-24,BA,amusement,bullish,$BA very bearish 😂 going to 50 lol,Boeing very bearish  [face with tears of joy]  going to 50 lol
102494,2020-04-24,TSLA,amusement,bearish,$TSLA wish ER was today so I can collect my MONEY $$🤑🤑,Tesla wish ER was today so I can collect my MONEY $$ [money mouth face]
102495,2020-04-24,CCL,excitement,bullish,$CCL buy HTZ..Icahn invested and getting ready to bail them out after hours🚀🚀💰💰,Carnival buy HTZ..Icahn invested and getting ready to bail them out after hours [rocket]   [money bag]
102496,2020-04-24,BA,excitement,bullish,$BA 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 scares money makes no money 💰,Boeing  [United States]      scares money makes no money  [money bag]
102497,2020-04-24,PYPL,excitement,bullish,$PYPL That's my secret Cap. I'm always angry 💚 *green,PayPal That's my secret Cap. I'm always angry  [green heart]  *green
102498,2020-04-24,BA,belief,bullish,$BA will run up towards ER and then 🚀,Boeing will run up towards ER and then  [rocket]
102499,2020-04-24,FB,optimism,bullish,$FB 195 on deck for next week.....🤙🏻,Facebook 195 on deck for next week..... [call me hand light skin tone]
102500,2020-04-24,TSLA,anxiety,bullish,$TSLA Starting today Teslas in the US can automatically stop for traffic lights and stop signs.🚦,Tesla Starting today Teslas in the US can automatically stop for traffic lights and stop signs. [vertical traffic light]
102501,2020-04-25,BA,anxiety,bearish,$BA if this news was so good why would they release it on a Saturday 😂😂,Boeing if this news was so good why would they release it on a Saturday  [face with tears of joy]
102502,2020-04-25,BA,amusement,bearish,$BA ...and all the bulls thought all the bad news was over!!! 🤣🤣🤣,Boeing ...and all the bulls thought all the bad news was over!!!  [rolling on the floor laughing]
102503,2020-04-27,TSLA,surprise,bullish,$TSLA boom!!!! Shorts are 😭 right now seeing this jump past $800 in AH!!,Tesla boom!!!! Shorts are  [loudly crying face]  right now seeing this jump past $800 in AH!!
102504,2020-04-27,TSLA,excitement,bullish,"$TSLA all bears gone 🚀🚀🚀🚀

850 on the way","Tesla all bears gone  [rocket]    

850 on the way"
102505,2020-04-27,TSLA,excitement,bullish,$TSLA CHINA IS STILL OPEN! BTFD 🚀🚀🚀🚀🚀,Tesla CHINA IS STILL OPEN! BTFD  [rocket]
102506,2020-04-27,MSFT,anxiety,bearish,"$MSFT 📉 So much positive sentiment for Microsoft , heading into ER on Wednesday. You know what that means.. 💥","Microsoft  [chart decreasing]  So much positive sentiment for Microsoft , heading into ER on Wednesday. You know what that means..  [collision] "
102507,2020-04-27,DIS,belief,bullish,"$DIS Vegas will be reopening May 15th,  Disney reopening June 1st and the world goes round 🤑🤑🤑. See you at the finish line 💢💥🤙","Disney Vegas will be reopening May 15th,  Disney reopening June 1st and the world goes round  [money mouth face]   . See you at the finish line  [anger symbol]  [collision]  [call me hand] "
102508,2020-04-27,TSLA,anxiety,bullish,"$TSLA So once they do return to the factory for real - then we’ll just go up (again) even more 

Bears can’t catch a break here ☠️","Tesla So once they do return to the factory for real - then we’ll just go up (again) even more 

Bears can’t catch a break here  [skull and crossbones] "
102509,2020-04-27,PFE,ambiguous,bullish,$PFE a 10-20% move tomorrow wouldn’t hurt anyone right 🤣,Pfizer a 10-20% move tomorrow wouldn’t hurt anyone right  [rolling on the floor laughing]
102510,2020-04-27,TSLA,ambiguous,bullish,"$TSLA if you’re a 🐻 Bear, please have something intelligent to say or reason","Tesla if you’re a  [bear]  Bear, please have something intelligent to say or reason"
102511,2020-04-28,MSFT,panic,bearish,$MSFT Earnings will disappoint . I think they will take some of the loss this quarter (easier to blame on covid-19) and some of the loss next quarter .📉,Microsoft Earnings will disappoint . I think they will take some of the loss this quarter (easier to blame on covid-19) and some of the loss next quarter . [chart decreasing]
102512,2020-04-28,BA,optimism,bearish,$BA I'll buy long after the massive earnings (or the lack thereof) 🙈,Boeing I'll buy long after the massive earnings (or the lack thereof)  [see no evil monkey]
102513,2020-04-28,BA,disgust,bearish,"$BA bulls you all are delusional lol. Based on what do you want Boeing to go up? Just because you have your money on it, it doesn’t mean it will go up 😂😂😂 only bad news so far","Boeing bulls you all are delusional lol. Based on what do you want Boeing to go up? Just because you have your money on it, it doesn’t mean it will go up  [face with tears of joy]    only bad news so far"
102514,2020-04-28,DIS,optimism,bullish,$DIS we will be breaking into new territory today ladies and gents. Fasten your seat belts 🤑,Disney we will be breaking into new territory today ladies and gents. Fasten your seat belts  [money mouth face]
102515,2020-04-28,BA,disgust,bearish,$BA you know it’s bad when the bulls have to post every 2 seconds 😆🤣😁 this thing is heading to double digits! Sell now!,Boeing you know it’s bad when the bulls have to post every 2 seconds  [grinning squinting face]  [rolling on the floor laughing]  [beaming face with smiling eyes]  this thing is heading to double digits! Sell now!
102516,2020-04-28,TSLA,disgust,bullish,$TSLA 1k/ share before ER? 🤣,Tesla 1k/ share before ER?  [rolling on the floor laughing]
102517,2020-04-28,FB,optimism,bearish,$FB keep buying bulls I  love taking your money. Hasn’t found a bottom yet 👊🏻👊🏻,Facebook keep buying bulls I  love taking your money. Hasn’t found a bottom yet  [oncoming fist light skin tone]
102518,2020-04-28,UPS,belief,bullish,"$UPS like I said, get in, and get out ASAP 😗🗑🗑","United Parcel Service like I said, get in, and get out ASAP  [kissing face]  [wastebasket]  "
102519,2020-04-28,NVDA,anxiety,bullish,"$NVDA im in here 305
Calls 🤑💵","NVIDIA im in here 305
Calls  [money mouth face]  [dollar banknote] "
102520,2020-04-28,MSFT,anxiety,bearish,$MSFT  Overvalued by about 329 billion 🦠🦠🦠🥶🥶🥶😷😷😷,Microsoft  Overvalued by about 329 billion  [microbe]    [cold face]    [face with medical mask]
102521,2020-04-28,MSFT,confusion,bearish,$MSFT how are you bulls  feeling today? I know you tired of losing your money 🤦🏼‍♀️,Microsoft how are you bulls  feeling today? I know you tired of losing your money  [woman facepalming medium light skin tone]
102522,2020-04-28,BA,optimism,bearish,$BA load up puts for tomorrow’s big drop and buy calls after earnings report. Easy quantum physics! 😉,Boeing load up puts for tomorrow’s big drop and buy calls after earnings report. Easy quantum physics!  [winking face]
102523,2020-04-28,NFLX,optimism,bearish,$NFLX bollinger bands are narrowing 😬hopefully it holds and drops again tomorrow 🤞,Netflix bollinger bands are narrowing  [grimacing face] hopefully it holds and drops again tomorrow  [crossed fingers]
102524,2020-04-28,NFLX,excitement,bearish,$NFLX I love my puts here 🤑,Netflix I love my puts here  [money mouth face]
102525,2020-04-28,PG,anger,bearish,$PG we need a law suit against PG executives. They all can keep dumping stocks at the same time 😠😠,P&G we need a law suit against PG executives. They all can keep dumping stocks at the same time  [angry face]
102526,2020-04-28,BA,amusement,bearish,"$BA I just bet my wife’s saving account that this will tank tomorrow 😁😁😁 hope she doesn’t put me in time out! Oh well, I love my sweetie 🥰🥰","Boeing I just bet my wife’s saving account that this will tank tomorrow  [beaming face with smiling eyes]    hope she doesn’t put me in time out! Oh well, I love my sweetie  [smiling face with hearts]  "
102527,2020-04-28,BA,anxiety,bearish,$BA I see they’re trying to hold this up before those trash numbers come out 🤦🏻‍♂️,Boeing I see they’re trying to hold this up before those trash numbers come out  [man facepalming light skin tone]
102528,2020-04-28,GOOGL,optimism,bearish,$GOOGL A decent ER & guidance should lift techs tomorrow. Guidances are very difficult to project during these unpredictable times. 🤞,Google A decent ER & guidance should lift techs tomorrow. Guidances are very difficult to project during these unpredictable times.  [crossed fingers]
102529,2020-04-28,CCL,panic,bullish,"$CCL 😩 fuxkkk it's about to drop again.. 1,000,000 new Covid cases!! 😞 new stay home orders","Carnival  [weary face]  fuxkkk it's about to drop again.. 1,000,000 new Covid cases!!  [disappointed face]  new stay home orders"
102530,2020-04-28,AMZN,anxiety,bearish,"$AMZN 
.
When someone cashes out $288m on top of you in 15min and you think you can hodl until ER in two days.... lol. 💰💰💰✔ money is fleeing quick. 
.","Amazon 
.
When someone cashes out $288m on top of you in 15min and you think you can hodl until ER in two days.... lol.  [money bag]    [check mark]  money is fleeing quick. 
."
102531,2020-04-28,GOOGL,belief,bearish,$GOOGL 😬😬😬Back to 1000’s LETSS GOO 🤣🤣,Google  [grimacing face]   Back to 1000’s LETSS GOO  [rolling on the floor laughing]
102532,2020-04-28,BA,anxiety,bearish,$BA bull trap building a lot of support. Tomorrow will be rough🤫,Boeing bull trap building a lot of support. Tomorrow will be rough [shushing face]
102533,2020-04-28,NFLX,disgust,bearish,$NFLX I can’t believe some people would hold this into tomorrow 😂,Netflix I can’t believe some people would hold this into tomorrow  [face with tears of joy]
102534,2020-04-28,TSLA,disgust,bearish,$TSLA Check out the monthly chart... bulls are going to get fisted! 🤡🤡🤡,Tesla Check out the monthly chart... bulls are going to get fisted!  [clown face]
102535,2020-04-28,GOOG,confusion,bearish,"$GOOG “Hey Google...what will future earrings growth be for the next year””
“Whaaat?  Earnings for the next year...well they will suck. But it is all priced in.”
Lol
🐒","Google “Hey Google...what will future earrings growth be for the next year””
“Whaaat?  Earnings for the next year...well they will suck. But it is all priced in.”
Lol
 [monkey] "
102536,2020-04-28,DIS,ambiguous,bullish,$DIS 😆😆 with that play you can't help not to be BULLISH right now!! 😄And holding puts too of course😈😈,Disney  [grinning squinting face]   with that play you can't help not to be BULLISH right now!!  [grinning face with smiling eyes] And holding puts too of course [smiling face with horns]
102537,2020-04-28,NFLX,optimism,bearish,"$NFLX for all the bull option traders, at the end of the day we’re all in this together ❤️","Netflix for all the bull option traders, at the end of the day we’re all in this together  [red heart] "
102539,2020-04-29,BA,ambiguous,bullish,"$BA up or down tomorrow- idc. Holding for years. If it drops,buying more😄👊😷🔥","Boeing up or down tomorrow- idc. Holding for years. If it drops,buying more [grinning face with smiling eyes]  [oncoming fist]  [face with medical mask]  [fire] "
102540,2020-04-29,BA,belief,bullish,"$BA Most undervalued stock currently on WS. Owned by pensions, institutions, and folks with real money( not Robin Hood money). Gonna be fun tomorrow. That’s all I’m gonna say💯🇺🇸🇺🇸","Boeing Most undervalued stock currently on WS. Owned by pensions, institutions, and folks with real money( not Robin Hood money). Gonna be fun tomorrow. That’s all I’m gonna say [hundred points]  [United States]  "
